Date,Sales
2026-03-28 11:11:07.761112,8659.54
2026-03-29 11:11:07.761112,8514.12
2026-03-30 11:11:07.761112,6673.54
2026-03-31 11:11:07.761112,6887.7
2026-04-01 11:11:07.761112,6752.13
2026-04-02 11:11:07.761112,6710.81
2026-04-03 11:11:07.761112,7437.16
2026-04-04 11:11:07.761112,8601.58
2026-04-05 11:11:07.761112,8084.86
2026-04-06 11:11:07.761112,7482.77
2026-04-07 11:11:07.761112,7193.48
2026-04-08 11:11:07.761112,7453.13
2026-04-09 11:11:07.761112,7368.39
2026-04-10 11:11:07.761112,6645.94
2026-04-11 11:11:07.761112,8200.68
2026-04-12 11:11:07.761112,8862.66
2026-04-13 11:11:07.761112,7386.23
2026-04-14 11:11:07.761112,7077.46
2026-04-15 11:11:07.761112,7153.44
2026-04-16 11:11:07.761112,7740.48
2026-04-17 11:11:07.761112,6812.73
2026-04-18 11:11:07.761112,8812.01
2026-04-19 11:11:07.761112,8445.61
2026-04-20 11:11:07.761112,7020.28
2026-04-21 11:11:07.761112,7685.38
2026-04-22 11:11:07.761112,7555.57
2026-04-23 11:11:07.761112,7556.48
2026-04-24 11:11:07.761112,7809.33
2026-04-25 11:11:07.761112,8606.66
2026-04-26 11:11:07.761112,8945.37
2026-04-27 11:11:07.761112,7022.06
2026-04-28 11:11:07.761112,7346.15
2026-04-29 11:11:07.761112,7125.86
2026-04-30 11:11:07.761112,7246.3
2026-05-01 11:11:07.761112,7502.25
2026-05-02 11:11:07.761112,8244.74
2026-05-03 11:11:07.761112,9708.28
2026-05-04 11:11:07.761112,6722.27
2026-05-05 11:11:07.761112,6625.05
2026-05-06 11:11:07.761112,7818.07
2026-05-07 11:11:07.761112,7641.71
2026-05-08 11:11:07.761112,7564.81
2026-05-09 11:11:07.761112,9025.71
2026-05-10 11:11:07.761112,8713.66
2026-05-11 11:11:07.761112,6824.72
2026-05-12 11:11:07.761112,7318.12
2026-05-13 11:11:07.761112,6948.51
2026-05-14 11:11:07.761112,7781.52
2026-05-15 11:11:07.761112,7227.3
2026-05-16 11:11:07.761112,8356.48
2026-05-17 11:11:07.761112,8616.78
2026-05-18 11:11:07.761112,7527.89
2026-05-19 11:11:07.761112,7046.43
2026-05-20 11:11:07.761112,6924.05
2026-05-21 11:11:07.761112,7463.88
2026-05-22 11:11:07.761112,7471.38
2026-05-23 11:11:07.761112,8573.45
2026-05-24 11:11:07.761112,8599.65
2026-05-25 11:11:07.761112,7485.53
2026-05-26 11:11:07.761112,6652.33
2026-05-27 11:11:07.761112,6679.51
2026-05-28 11:11:07.761112,7030.89
2026-05-29 11:11:07.761112,7290.25
2026-05-30 11:11:07.761112,9040.07
2026-05-31 11:11:07.761112,9630.54
2026-06-01 11:11:07.761112,7846.41
2026-06-02 11:11:07.761112,7344.48
2026-06-03 11:11:07.761112,7421.81
2026-06-04 11:11:07.761112,6936.92
2026-06-05 11:11:07.761112,7435.8
2026-06-06 11:11:07.761112,8797.98
2026-06-07 11:11:07.761112,9111.91
2026-06-08 11:11:07.761112,7052.04
2026-06-09 11:11:07.761112,7732.2
2026-06-10 11:11:07.761112,8245.77
2026-06-11 11:11:07.761112,7431.88
2026-06-12 11:11:07.761112,7693.99
2026-06-13 11:11:07.761112,9345.07
